Ride_ID,Timestamp,Month,Pickup_Location,Dropoff_Location,Fare_NPR,Payment_Method,Weather,Is_Peak_Hour,Is_Bottleneck_Zone,Driver_Rating,Ride_Status
5589,8/21/2026 4:21,August,Putalisadak,Bhaktapur-Suryabinayak,487,Esewa,Heavy Monsoon Rain,0,0,,Canceled
5590,7/13/2026 9:25,July,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,307,Esewa,Heavy Monsoon Rain,1,0,4.2,Completed
5591,8/10/2026 21:19,August,Balaju,Bhaktapur-Suryabinayak,340,Cash,Heavy Monsoon Rain,0,0,,Canceled
5592,7/8/2026 8:51,July,Putalisadak,Bhaktapur-Suryabinayak,324,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
5593,6/24/2026 22:18,June,Putalisadak,Chabahil,371,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5594,6/9/2026 10:18,June,Putalisadak,Bhaktapur-Suryabinayak,377,Fonepay,Clear,1,0,,Canceled
5595,6/16/2026 14:20,June,Balaju,Koteshwor,154,Khalti,Clear,0,1,4.7,Completed
5596,8/5/2026 11:06,August,Balaju,Thamel,515,Esewa,Heavy Monsoon Rain,1,0,4.6,Completed
5597,8/12/2026 11:58,August,Putalisadak,Chabahil,163,Esewa,Cloudy,1,1,,Canceled
5598,6/6/2026 20:58,June,Thamel,Putalisadak,349,Fonepay,Clear,0,0,4.6,Completed
5599,6/20/2026 5:36,June,Putalisadak,Bhaktapur-Suryabinayak,351,Khalti,Heavy Monsoon Rain,0,0,4.5,Completed
5600,6/12/2026 0:36,June,Chabahil,Koteshwor,286,Fonepay,Cloudy,0,1,,Canceled
5601,6/12/2026 23:16,June,Bhaktapur-Suryabinayak,Chabahil,308,Esewa,Clear,0,1,4.8,Completed
5602,6/26/2026 14:41,June,Chabahil,Koteshwor,452,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5603,7/23/2026 1:17,July,Koteshwor,Thamel,474,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5604,7/10/2026 6:03,July,Chabahil,Bhaktapur-Suryabinayak,200,Esewa,Heavy Monsoon Rain,0,1,4.3,Completed
5605,6/29/2026 15:09,June,Chabahil,Bhaktapur-Suryabinayak,182,Fonepay,Clear,0,1,3.5,Completed
5606,6/26/2026 11:40,June,Chabahil,Thamel,257,Fonepay,Clear,1,1,,Canceled
5607,6/22/2026 19:40,June,Bhaktapur-Suryabinayak,Kalanki,469,Cash,Heavy Monsoon Rain,1,1,4.4,Completed
5608,6/18/2026 17:16,June,Kalanki,Lalitpur-Jhamsikhel,489,Esewa,Heavy Monsoon Rain,1,1,,Canceled
5609,6/26/2026 19:03,June,Balaju,Lalitpur-Jhamsikhel,351,Fonepay,Cloudy,1,0,,Canceled
5610,8/3/2026 12:29,August,Kalanki,Koteshwor,378,Esewa,Cloudy,0,1,3.7,Completed
5611,7/9/2026 12:27,July,Putalisadak,Thamel,233,Khalti,Clear,0,0,4.1,Completed
5612,8/27/2026 0:43,August,Lalitpur-Jhamsikhel,Koteshwor,529,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5613,6/21/2026 21:47,June,Bhaktapur-Suryabinayak,Putalisadak,287,Cash,Cloudy,0,0,4,Completed
5614,6/24/2026 10:50,June,Putalisadak,Koteshwor,363,Esewa,Heavy Monsoon Rain,1,1,,Canceled
5615,7/19/2026 12:36,July,Chabahil,Koteshwor,287,Fonepay,Cloudy,0,1,4.2,Completed
5616,6/21/2026 15:15,June,Lalitpur-Jhamsikhel,Putalisadak,285,Esewa,Heavy Monsoon Rain,0,0,,Canceled
5617,7/31/2026 1:46,July,Lalitpur-Jhamsikhel,Thamel,218,Fonepay,Cloudy,0,0,4.7,Completed
5618,8/27/2026 7:16,August,Lalitpur-Jhamsikhel,Thamel,323,Esewa,Clear,0,0,3.7,Completed
5619,7/16/2026 3:59,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,229,Esewa,Heavy Monsoon Rain,0,0,,Canceled
5620,8/9/2026 1:24,August,Putalisadak,Koteshwor,361,Esewa,Cloudy,0,1,4.9,Completed
5621,8/18/2026 5:17,August,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,129,Khalti,Cloudy,0,0,,Canceled
5622,7/2/2026 21:59,July,Bhaktapur-Suryabinayak,Kalanki,285,Esewa,Cloudy,0,1,4.1,Completed
5623,6/12/2026 7:42,June,Lalitpur-Jhamsikhel,Chabahil,236,Cash,Clear,0,1,4.5,Completed
5624,7/1/2026 3:34,July,Thamel,Bhaktapur-Suryabinayak,254,Cash,Heavy Monsoon Rain,0,0,4.1,Completed
5625,6/25/2026 8:30,June,Putalisadak,Lalitpur-Jhamsikhel,189,Cash,Cloudy,0,0,4.5,Completed
5626,6/27/2026 15:31,June,Thamel,Putalisadak,166,Cash,Cloudy,0,0,4.7,Completed
5627,6/21/2026 5:59,June,Kalanki,Koteshwor,322,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5628,6/13/2026 16:48,June,Bhaktapur-Suryabinayak,Koteshwor,159,Cash,Cloudy,1,1,,Canceled
5629,8/20/2026 4:15,August,Koteshwor,Thamel,230,Fonepay,Clear,0,1,3.6,Completed
5630,6/25/2026 7:52,June,Putalisadak,Bhaktapur-Suryabinayak,215,Fonepay,Heavy Monsoon Rain,0,0,3.9,Completed
5631,6/1/2026 18:35,June,Chabahil,Kalanki,478,Fonepay,Clear,1,1,3.6,Completed
5632,7/2/2026 3:35,July,Putalisadak,Thamel,191,Fonepay,Heavy Monsoon Rain,0,0,4.8,Completed
5633,6/24/2026 19:22,June,Kalanki,Balaju,289,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
5634,8/24/2026 14:31,August,Bhaktapur-Suryabinayak,Thamel,172,Cash,Heavy Monsoon Rain,0,0,4.5,Completed
5635,8/28/2026 3:41,August,Koteshwor,Lalitpur-Jhamsikhel,413,Esewa,Heavy Monsoon Rain,0,1,4.8,Completed
5636,6/28/2026 5:18,June,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,251,Fonepay,Clear,0,0,5,Completed
5637,8/5/2026 15:07,August,Bhaktapur-Suryabinayak,Kalanki,371,Khalti,Heavy Monsoon Rain,0,1,4.6,Completed
5638,7/9/2026 13:39,July,Koteshwor,Kalanki,149,Esewa,Cloudy,0,1,4.8,Completed
5639,8/28/2026 17:28,August,Kalanki,Chabahil,249,Esewa,Cloudy,1,1,,Canceled
5640,8/8/2026 5:57,August,Kalanki,Balaju,205,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5641,6/6/2026 19:15,June,Kalanki,Balaju,343,Fonepay,Clear,1,1,4.4,Completed
5642,8/12/2026 20:07,August,Chabahil,Balaju,287,Fonepay,Heavy Monsoon Rain,0,1,3.7,Completed
5643,8/25/2026 21:00,August,Kalanki,Thamel,295,Fonepay,Heavy Monsoon Rain,0,1,3.9,Completed
5644,6/10/2026 17:14,June,Chabahil,Putalisadak,365,Khalti,Heavy Monsoon Rain,1,1,,Canceled
5645,8/31/2026 14:24,August,Chabahil,Thamel,141,Fonepay,Cloudy,0,1,,Canceled
5646,6/21/2026 2:14,June,Koteshwor,Kalanki,359,Esewa,Cloudy,0,1,4.3,Completed
5647,7/8/2026 5:33,July,Thamel,Koteshwor,520,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5648,8/26/2026 0:06,August,Koteshwor,Lalitpur-Jhamsikhel,378,Esewa,Clear,0,1,3.7,Completed
5649,7/26/2026 14:50,July,Putalisadak,Bhaktapur-Suryabinayak,172,Fonepay,Heavy Monsoon Rain,0,0,3.8,Completed
5650,6/13/2026 10:12,June,Putalisadak,Balaju,350,Khalti,Heavy Monsoon Rain,1,0,4.1,Completed
5651,6/30/2026 0:10,June,Chabahil,Kalanki,162,Khalti,Cloudy,0,1,4.2,Completed
5652,7/14/2026 6:41,July,Kalanki,Thamel,425,Cash,Heavy Monsoon Rain,0,1,4.7,Completed
5653,6/10/2026 19:33,June,Lalitpur-Jhamsikhel,Balaju,196,Cash,Clear,1,0,4.5,Completed
5654,6/4/2026 14:20,June,Bhaktapur-Suryabinayak,Kalanki,526,Khalti,Heavy Monsoon Rain,0,1,4,Completed
5655,8/10/2026 9:26,August,Balaju,Thamel,406,Cash,Heavy Monsoon Rain,1,0,4.7,Completed
5656,8/4/2026 8:27,August,Balaju,Lalitpur-Jhamsikhel,145,Esewa,Clear,0,0,4.6,Completed
5657,8/11/2026 20:46,August,Thamel,Kalanki,321,Esewa,Cloudy,0,1,,Canceled
5658,7/5/2026 21:18,July,Kalanki,Thamel,397,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5659,7/12/2026 22:57,July,Kalanki,Koteshwor,284,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5660,7/27/2026 5:29,July,Balaju,Koteshwor,301,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5661,8/12/2026 0:07,August,Thamel,Koteshwor,425,Cash,Heavy Monsoon Rain,0,1,,Canceled
5662,6/14/2026 2:48,June,Chabahil,Kalanki,250,Fonepay,Clear,0,1,3.5,Completed
5663,6/26/2026 12:34,June,Kalanki,Koteshwor,428,Cash,Heavy Monsoon Rain,0,1,3.5,Completed
5664,7/9/2026 1:25,July,Bhaktapur-Suryabinayak,Kalanki,503,Cash,Heavy Monsoon Rain,0,1,4.5,Completed
5665,7/5/2026 15:51,July,Koteshwor,Putalisadak,496,Cash,Heavy Monsoon Rain,0,1,3.6,Completed
5666,7/21/2026 8:34,July,Bhaktapur-Suryabinayak,Balaju,480,Esewa,Heavy Monsoon Rain,0,0,4.9,Completed
5667,8/11/2026 12:12,August,Koteshwor,Chabahil,207,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5668,7/28/2026 23:42,July,Kalanki,Thamel,161,Khalti,Cloudy,0,1,4.9,Completed
5669,8/9/2026 21:33,August,Koteshwor,Bhaktapur-Suryabinayak,183,Cash,Cloudy,0,1,3.6,Completed
5670,7/6/2026 10:44,July,Putalisadak,Thamel,606,Esewa,Heavy Monsoon Rain,1,0,,Canceled
5671,7/27/2026 13:57,July,Koteshwor,Bhaktapur-Suryabinayak,260,Khalti,Heavy Monsoon Rain,0,1,3.9,Completed
5672,7/22/2026 23:01,July,Koteshwor,Lalitpur-Jhamsikhel,277,Cash,Heavy Monsoon Rain,0,1,,Canceled
5673,6/13/2026 14:27,June,Lalitpur-Jhamsikhel,Chabahil,367,Cash,Cloudy,0,1,,Canceled
5674,7/30/2026 1:08,July,Chabahil,Putalisadak,170,Fonepay,Heavy Monsoon Rain,0,1,3.9,Completed
5675,7/15/2026 7:19,July,Balaju,Lalitpur-Jhamsikhel,345,Fonepay,Cloudy,0,0,,Canceled
5676,7/29/2026 21:08,July,Bhaktapur-Suryabinayak,Balaju,274,Fonepay,Heavy Monsoon Rain,0,0,3.6,Completed
5677,7/16/2026 20:37,July,Chabahil,Bhaktapur-Suryabinayak,362,Khalti,Cloudy,0,1,4.7,Completed
5678,7/17/2026 22:32,July,Balaju,Koteshwor,289,Esewa,Heavy Monsoon Rain,0,1,4.4,Completed
5679,6/25/2026 6:40,June,Bhaktapur-Suryabinayak,Putalisadak,128,Esewa,Clear,0,0,,Canceled
5680,6/21/2026 22:57,June,Lalitpur-Jhamsikhel,Kalanki,527,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5681,7/22/2026 21:27,July,Thamel,Putalisadak,442,Khalti,Heavy Monsoon Rain,0,0,3.9,Completed
5682,7/7/2026 8:08,July,Balaju,Koteshwor,396,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5683,7/21/2026 21:22,July,Chabahil,Putalisadak,159,Fonepay,Cloudy,0,1,,Canceled
5684,8/10/2026 23:35,August,Putalisadak,Bhaktapur-Suryabinayak,327,Esewa,Cloudy,0,0,,Canceled
5685,6/22/2026 4:30,June,Thamel,Chabahil,240,Fonepay,Cloudy,0,1,,Canceled
5686,7/10/2026 0:24,July,Chabahil,Kalanki,461,Cash,Heavy Monsoon Rain,0,1,4.1,Completed
5687,7/2/2026 8:49,July,Kalanki,Koteshwor,263,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5688,6/12/2026 11:25,June,Thamel,Chabahil,357,Khalti,Heavy Monsoon Rain,1,1,,Canceled
5689,7/24/2026 6:25,July,Chabahil,Balaju,298,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5690,6/28/2026 6:23,June,Balaju,Kalanki,261,Khalti,Clear,0,1,3.9,Completed
5691,7/17/2026 22:07,July,Lalitpur-Jhamsikhel,Koteshwor,375,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5692,6/19/2026 2:04,June,Koteshwor,Lalitpur-Jhamsikhel,357,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5693,8/13/2026 8:18,August,Bhaktapur-Suryabinayak,Thamel,205,Khalti,Cloudy,0,0,4.6,Completed
5694,6/11/2026 20:35,June,Lalitpur-Jhamsikhel,Koteshwor,313,Khalti,Clear,0,1,,Canceled
5695,7/1/2026 16:07,July,Bhaktapur-Suryabinayak,Kalanki,299,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
5696,6/16/2026 13:17,June,Balaju,Bhaktapur-Suryabinayak,248,Fonepay,Clear,0,0,4.5,Completed
5697,7/7/2026 5:37,July,Balaju,Koteshwor,482,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5698,6/27/2026 10:13,June,Balaju,Chabahil,516,Cash,Heavy Monsoon Rain,1,1,3.9,Completed
5699,6/1/2026 1:29,June,Bhaktapur-Suryabinayak,Balaju,354,Cash,Heavy Monsoon Rain,0,0,,Canceled
5700,7/18/2026 20:04,July,Thamel,Balaju,510,Khalti,Heavy Monsoon Rain,0,0,,Canceled
5701,8/12/2026 5:58,August,Thamel,Kalanki,358,Khalti,Clear,0,1,4.7,Completed
5702,8/11/2026 5:16,August,Bhaktapur-Suryabinayak,Putalisadak,222,Fonepay,Heavy Monsoon Rain,0,0,3.5,Completed
5703,8/4/2026 2:08,August,Lalitpur-Jhamsikhel,Thamel,338,Khalti,Heavy Monsoon Rain,0,0,,Canceled
5704,8/1/2026 17:40,August,Putalisadak,Koteshwor,292,Khalti,Clear,1,1,,Canceled
5705,6/7/2026 20:04,June,Lalitpur-Jhamsikhel,Putalisadak,126,Esewa,Cloudy,0,0,4.1,Completed
5706,8/15/2026 12:07,August,Kalanki,Lalitpur-Jhamsikhel,244,Esewa,Clear,0,1,4.6,Completed
5707,7/10/2026 19:06,July,Chabahil,Balaju,482,Cash,Clear,1,1,4.4,Completed
5708,8/29/2026 20:02,August,Putalisadak,Chabahil,337,Cash,Cloudy,0,1,3.6,Completed
5709,7/5/2026 14:05,July,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,240,Cash,Heavy Monsoon Rain,0,0,3.7,Completed
5710,6/22/2026 10:00,June,Chabahil,Putalisadak,273,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
5711,7/24/2026 1:00,July,Lalitpur-Jhamsikhel,Balaju,301,Cash,Heavy Monsoon Rain,0,0,4.9,Completed
5712,8/1/2026 5:35,August,Putalisadak,Balaju,263,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
5713,6/15/2026 5:03,June,Putalisadak,Kalanki,379,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5714,6/19/2026 11:02,June,Balaju,Lalitpur-Jhamsikhel,408,Esewa,Clear,1,0,,Canceled
5715,8/19/2026 19:52,August,Balaju,Lalitpur-Jhamsikhel,263,Khalti,Clear,1,0,3.5,Completed
5716,6/8/2026 20:04,June,Lalitpur-Jhamsikhel,Kalanki,258,Khalti,Clear,0,1,3.7,Completed
5717,7/21/2026 0:41,July,Balaju,Koteshwor,288,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5718,7/2/2026 22:54,July,Putalisadak,Kalanki,431,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5719,6/22/2026 16:45,June,Bhaktapur-Suryabinayak,Putalisadak,458,Khalti,Cloudy,1,0,,Canceled
5720,7/12/2026 21:30,July,Putalisadak,Koteshwor,527,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5721,6/22/2026 18:14,June,Kalanki,Thamel,487,Khalti,Clear,1,1,,Canceled
5722,8/1/2026 18:30,August,Thamel,Lalitpur-Jhamsikhel,444,Esewa,Cloudy,1,0,3.5,Completed
5723,7/10/2026 23:40,July,Koteshwor,Kalanki,323,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5724,8/17/2026 8:46,August,Koteshwor,Thamel,368,Cash,Heavy Monsoon Rain,0,1,4.7,Completed
5725,6/30/2026 18:03,June,Thamel,Chabahil,172,Esewa,Clear,1,1,,Canceled
5726,6/18/2026 16:22,June,Putalisadak,Lalitpur-Jhamsikhel,438,Esewa,Clear,1,0,4.6,Completed
5727,8/19/2026 13:13,August,Bhaktapur-Suryabinayak,Chabahil,321,Esewa,Clear,0,1,3.5,Completed
5728,8/2/2026 10:54,August,Koteshwor,Balaju,278,Fonepay,Heavy Monsoon Rain,1,1,3.6,Completed
5729,8/4/2026 9:08,August,Putalisadak,Koteshwor,408,Fonepay,Cloudy,1,1,4,Completed
5730,8/23/2026 9:58,August,Koteshwor,Bhaktapur-Suryabinayak,316,Cash,Heavy Monsoon Rain,1,1,,Canceled
5731,7/6/2026 11:37,July,Lalitpur-Jhamsikhel,Kalanki,310,Khalti,Cloudy,1,1,4,Completed
5732,7/18/2026 7:21,July,Chabahil,Balaju,343,Khalti,Heavy Monsoon Rain,0,1,4.2,Completed
5733,7/29/2026 23:37,July,Bhaktapur-Suryabinayak,Kalanki,466,Esewa,Heavy Monsoon Rain,0,1,4.9,Completed
5734,7/17/2026 10:29,July,Thamel,Lalitpur-Jhamsikhel,390,Khalti,Cloudy,1,0,,Canceled
5735,6/20/2026 10:04,June,Chabahil,Koteshwor,348,Khalti,Clear,1,1,,Canceled
5736,7/24/2026 14:50,July,Kalanki,Koteshwor,286,Esewa,Clear,0,1,4.7,Completed
5737,6/21/2026 15:37,June,Chabahil,Bhaktapur-Suryabinayak,474,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5738,7/12/2026 5:13,July,Putalisadak,Thamel,205,Khalti,Heavy Monsoon Rain,0,0,3.7,Completed
5739,6/29/2026 21:33,June,Bhaktapur-Suryabinayak,Chabahil,481,Cash,Heavy Monsoon Rain,0,1,,Canceled
5740,6/1/2026 1:35,June,Lalitpur-Jhamsikhel,Balaju,295,Cash,Cloudy,0,0,4.4,Completed
5741,6/11/2026 4:18,June,Chabahil,Lalitpur-Jhamsikhel,503,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5742,7/11/2026 7:53,July,Bhaktapur-Suryabinayak,Kalanki,512,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5743,7/19/2026 22:15,July,Bhaktapur-Suryabinayak,Koteshwor,333,Khalti,Cloudy,0,1,3.6,Completed
5744,6/17/2026 23:27,June,Chabahil,Kalanki,150,Khalti,Cloudy,0,1,4.3,Completed
5745,6/19/2026 0:25,June,Thamel,Koteshwor,459,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5746,6/10/2026 2:33,June,Balaju,Lalitpur-Jhamsikhel,302,Esewa,Heavy Monsoon Rain,0,0,4.2,Completed
5747,8/6/2026 5:41,August,Putalisadak,Chabahil,231,Fonepay,Cloudy,0,1,,Canceled
5748,8/28/2026 16:02,August,Lalitpur-Jhamsikhel,Kalanki,622,Cash,Heavy Monsoon Rain,1,1,,Canceled
5749,6/11/2026 12:03,June,Thamel,Koteshwor,151,Fonepay,Clear,0,1,4.3,Completed
5750,7/18/2026 9:18,July,Koteshwor,Bhaktapur-Suryabinayak,321,Khalti,Cloudy,1,1,,Canceled
5751,7/24/2026 20:51,July,Putalisadak,Kalanki,179,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5752,8/20/2026 19:58,August,Thamel,Kalanki,613,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
5753,8/10/2026 17:03,August,Chabahil,Putalisadak,231,Cash,Heavy Monsoon Rain,1,1,,Canceled
5754,8/14/2026 7:59,August,Putalisadak,Thamel,525,Esewa,Heavy Monsoon Rain,0,0,4.9,Completed
5755,7/30/2026 14:15,July,Putalisadak,Chabahil,438,Esewa,Heavy Monsoon Rain,0,1,4,Completed
5756,7/15/2026 9:21,July,Kalanki,Chabahil,491,Khalti,Clear,1,1,,Canceled
5757,6/15/2026 19:21,June,Lalitpur-Jhamsikhel,Koteshwor,299,Khalti,Heavy Monsoon Rain,1,1,,Canceled
5758,6/14/2026 1:08,June,Putalisadak,Lalitpur-Jhamsikhel,393,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
5759,7/18/2026 6:15,July,Kalanki,Bhaktapur-Suryabinayak,305,Fonepay,Heavy Monsoon Rain,0,1,4.5,Completed
5760,6/25/2026 20:56,June,Koteshwor,Chabahil,217,Khalti,Heavy Monsoon Rain,0,1,,Canceled
5761,7/10/2026 20:33,July,Bhaktapur-Suryabinayak,Chabahil,499,Cash,Heavy Monsoon Rain,0,1,3.5,Completed
5762,7/19/2026 8:01,July,Putalisadak,Koteshwor,127,Esewa,Cloudy,0,1,4.1,Completed
5763,7/7/2026 22:06,July,Bhaktapur-Suryabinayak,Putalisadak,380,Cash,Heavy Monsoon Rain,0,0,,Canceled
5764,7/10/2026 16:30,July,Putalisadak,Koteshwor,435,Cash,Cloudy,1,1,,Canceled
5765,7/7/2026 17:15,July,Lalitpur-Jhamsikhel,Putalisadak,598,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
5766,8/29/2026 18:29,August,Thamel,Kalanki,448,Fonepay,Heavy Monsoon Rain,1,1,3.6,Completed
5767,8/12/2026 10:52,August,Balaju,Koteshwor,348,Khalti,Heavy Monsoon Rain,1,1,4.5,Completed
5768,6/21/2026 7:47,June,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,352,Fonepay,Cloudy,0,0,,Canceled
5769,7/30/2026 3:10,July,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,357,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
5770,8/7/2026 17:38,August,Koteshwor,Bhaktapur-Suryabinayak,515,Khalti,Heavy Monsoon Rain,1,1,,Canceled
5771,6/11/2026 12:43,June,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,365,Cash,Heavy Monsoon Rain,0,0,4,Completed
5772,7/21/2026 21:18,July,Lalitpur-Jhamsikhel,Thamel,397,Khalti,Heavy Monsoon Rain,0,0,,Canceled
5773,6/19/2026 7:52,June,Kalanki,Koteshwor,157,Khalti,Cloudy,0,1,5,Completed
5774,6/22/2026 9:55,June,Chabahil,Balaju,484,Esewa,Cloudy,1,1,,Canceled
5775,8/8/2026 11:21,August,Lalitpur-Jhamsikhel,Thamel,263,Cash,Heavy Monsoon Rain,1,0,,Canceled
5776,8/4/2026 18:30,August,Balaju,Lalitpur-Jhamsikhel,185,Khalti,Clear,1,0,,Canceled
5777,6/16/2026 21:19,June,Putalisadak,Thamel,330,Cash,Heavy Monsoon Rain,0,0,,Canceled
5778,7/25/2026 15:09,July,Bhaktapur-Suryabinayak,Kalanki,527,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
5779,8/29/2026 0:03,August,Lalitpur-Jhamsikhel,Putalisadak,498,Cash,Heavy Monsoon Rain,0,0,,Canceled
5780,8/1/2026 22:02,August,Balaju,Koteshwor,336,Khalti,Clear,0,1,,Canceled
5781,6/6/2026 21:15,June,Koteshwor,Lalitpur-Jhamsikhel,233,Cash,Cloudy,0,1,4.5,Completed
5782,6/2/2026 23:31,June,Chabahil,Balaju,443,Cash,Heavy Monsoon Rain,0,1,4.8,Completed
5783,7/15/2026 15:20,July,Chabahil,Lalitpur-Jhamsikhel,373,Khalti,Heavy Monsoon Rain,0,1,4.5,Completed
5784,8/31/2026 16:45,August,Thamel,Balaju,421,Fonepay,Clear,1,0,4.2,Completed
5785,8/4/2026 10:58,August,Koteshwor,Thamel,436,Cash,Clear,1,1,,Canceled
5786,7/21/2026 16:59,July,Koteshwor,Thamel,466,Khalti,Cloudy,1,1,3.7,Completed
5787,7/12/2026 11:53,July,Putalisadak,Bhaktapur-Suryabinayak,209,Esewa,Clear,1,0,4.8,Completed
5788,7/24/2026 17:37,July,Lalitpur-Jhamsikhel,Kalanki,569,Fonepay,Heavy Monsoon Rain,1,1,4.9,Completed
5789,7/1/2026 12:16,July,Putalisadak,Bhaktapur-Suryabinayak,411,Cash,Heavy Monsoon Rain,0,0,,Canceled
5790,8/12/2026 11:20,August,Koteshwor,Putalisadak,304,Esewa,Heavy Monsoon Rain,1,1,,Canceled
5791,6/10/2026 7:13,June,Bhaktapur-Suryabinayak,Thamel,215,Fonepay,Clear,0,0,3.7,Completed
5792,7/18/2026 2:32,July,Chabahil,Thamel,456,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5793,6/9/2026 18:08,June,Koteshwor,Chabahil,595,Esewa,Heavy Monsoon Rain,1,1,,Canceled
5794,7/10/2026 17:53,July,Putalisadak,Lalitpur-Jhamsikhel,467,Esewa,Heavy Monsoon Rain,1,0,4.3,Completed
5795,8/13/2026 16:40,August,Putalisadak,Bhaktapur-Suryabinayak,277,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
5796,8/13/2026 13:59,August,Thamel,Kalanki,202,Khalti,Cloudy,0,1,,Canceled
5797,8/3/2026 20:03,August,Lalitpur-Jhamsikhel,Putalisadak,319,Fonepay,Cloudy,0,0,4.4,Completed
5798,6/24/2026 5:48,June,Bhaktapur-Suryabinayak,Balaju,470,Cash,Heavy Monsoon Rain,0,0,,Canceled
5799,7/3/2026 4:15,July,Kalanki,Koteshwor,513,Fonepay,Heavy Monsoon Rain,0,1,3.9,Completed
5800,8/15/2026 22:49,August,Kalanki,Koteshwor,319,Esewa,Cloudy,0,1,3.8,Completed
5801,6/14/2026 19:05,June,Putalisadak,Koteshwor,166,Esewa,Cloudy,1,1,,Canceled
5802,8/7/2026 11:42,August,Bhaktapur-Suryabinayak,Koteshwor,207,Esewa,Heavy Monsoon Rain,1,1,,Canceled
5803,7/24/2026 4:11,July,Thamel,Kalanki,302,Esewa,Heavy Monsoon Rain,0,1,,Canceled
5804,7/15/2026 13:30,July,Thamel,Putalisadak,519,Khalti,Heavy Monsoon Rain,0,0,4.2,Completed
5805,7/21/2026 19:46,July,Lalitpur-Jhamsikhel,Koteshwor,198,Khalti,Clear,1,1,3.5,Completed
5806,7/9/2026 0:53,July,Kalanki,Chabahil,503,Fonepay,Heavy Monsoon Rain,0,1,3.8,Completed
5807,6/28/2026 4:19,June,Chabahil,Putalisadak,275,Esewa,Clear,0,1,,Canceled
5808,8/28/2026 12:13,August,Bhaktapur-Suryabinayak,Koteshwor,294,Fonepay,Clear,0,1,,Canceled
5809,7/23/2026 2:07,July,Chabahil,Kalanki,169,Fonepay,Heavy Monsoon Rain,0,1,4.5,Completed
5810,7/25/2026 21:45,July,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,267,Esewa,Heavy Monsoon Rain,0,0,4.5,Completed
5811,8/11/2026 10:12,August,Koteshwor,Putalisadak,285,Cash,Heavy Monsoon Rain,1,1,4.5,Completed
5812,6/21/2026 16:48,June,Koteshwor,Lalitpur-Jhamsikhel,175,Esewa,Clear,1,1,4.7,Completed
5813,6/27/2026 20:25,June,Putalisadak,Thamel,237,Esewa,Clear,0,0,4.1,Completed
5814,8/18/2026 9:30,August,Chabahil,Bhaktapur-Suryabinayak,418,Cash,Heavy Monsoon Rain,1,1,,Canceled
5815,6/21/2026 13:54,June,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,292,Khalti,Cloudy,0,0,3.5,Completed
